user_id,topic,source,weight,added_at
12,Robotics,onboarding,1.0,2026-07-14 15:00:19
13,Soil Mechanics,onboarding,1.0,2026-07-14 15:00:19
13,Environmental Science,onboarding,1.0,2026-07-14 15:00:19
14,Java Programming,onboarding,1.0,2026-07-14 15:00:19
14,Discrete Mathematics,onboarding,1.0,2026-07-14 15:00:19
14,Financial Accounting,onboarding,1.0,2026-07-14 15:00:19
14,Cryptocurrency & Web3,onboarding,1.0,2026-07-14 15:00:19
15,Geomorphology,onboarding,1.0,2026-07-14 15:00:19
15,Climate & Sustainability,onboarding,1.0,2026-07-14 15:00:19
15,Skincare & Grooming,onboarding,1.0,2026-07-14 15:00:19
15,Interior Design,onboarding,1.0,2026-07-14 15:00:19
16,Machine Learning,onboarding,1.0,2026-07-14 15:00:19
16,CEE Exam,onboarding,1.0,2026-07-14 15:00:19
16,E-commerce & Online Business,onboarding,1.0,2026-07-14 15:00:19
17,Current Affairs & Politics,onboarding,1.0,2026-07-14 15:00:19
17,MERN Stack,onboarding,1.0,2026-07-14 15:00:19
17,Financial Accounting,onboarding,1.0,2026-07-14 15:00:19
17,AI,onboarding,1.0,2026-07-14 15:00:19
17,Psychology & Human Behavior,onboarding,1.0,2026-07-14 15:00:19
18,Classical Physics,onboarding,1.0,2026-07-14 15:00:19
18,Relationships & Dating,onboarding,1.0,2026-07-14 15:00:19
19,Parenting,onboarding,1.0,2026-07-14 15:00:19
19,Hydrology,onboarding,1.0,2026-07-14 15:00:19
19,Fitness & Strength Training,onboarding,1.0,2026-07-14 15:00:19
19,Classical Mechanics,onboarding,1.0,2026-07-14 15:00:19
19,Music Theory & Production,onboarding,1.0,2026-07-14 15:00:19
20,Cloud Computing,onboarding,1.0,2026-07-14 15:00:19
20,Machine Learning,onboarding,1.0,2026-07-14 15:00:19
20,Budget Travel,onboarding,1.0,2026-07-14 15:00:19
20,Architecture,onboarding,1.0,2026-07-14 15:00:19
21,Classical Physics,onboarding,1.0,2026-07-14 15:00:19
21,AI,onboarding,1.0,2026-07-14 15:00:19
22,Architecture,onboarding,1.0,2026-07-14 15:00:19
22,Cryptocurrency & Web3,onboarding,1.0,2026-07-14 15:00:19
22,Financial Accounting,onboarding,1.0,2026-07-14 15:00:19
23,Calculus,onboarding,1.0,2026-07-14 15:00:19
23,E-commerce & Online Business,onboarding,1.0,2026-07-14 15:00:19
23,Productivity,onboarding,1.0,2026-07-14 15:00:19
24,Hydrology,onboarding,1.0,2026-07-14 15:00:19
24,Mechanical Engineering,onboarding,1.0,2026-07-14 15:00:19
24,Agronomy,onboarding,1.0,2026-07-14 15:00:19
24,Geomorphology,onboarding,1.0,2026-07-14 15:00:19
24,Thermodynamics,onboarding,1.0,2026-07-14 15:00:19
25,Sports Science,onboarding,1.0,2026-07-14 15:00:19
25,Linear Algebra,onboarding,1.0,2026-07-14 15:00:19
25,Cinema Studies,onboarding,1.0,2026-07-14 15:00:19
25,Cricket Analytics,onboarding,1.0,2026-07-14 15:00:19
25,Adventure Tourism,onboarding,1.0,2026-07-14 15:00:19
26,Data Analysis,onboarding,1.0,2026-07-14 15:00:19
26,Skincare & Grooming,onboarding,1.0,2026-07-14 15:00:19
27,Productivity,onboarding,1.0,2026-07-14 15:00:19
27,Structural Engineering,onboarding,1.0,2026-07-14 15:00:19
27,Current Affairs & Politics,onboarding,1.0,2026-07-14 15:00:19
27,CEE Exam,onboarding,1.0,2026-07-14 15:00:19
27,Graphic Design,onboarding,1.0,2026-07-14 15:00:19
28,Mechanical Engineering,onboarding,1.0,2026-07-14 15:00:19
28,Career Growth,onboarding,1.0,2026-07-14 15:00:19
28,Financial Accounting,onboarding,1.0,2026-07-14 15:00:19
28,Linear Algebra,onboarding,1.0,2026-07-14 15:00:19
29,Productivity,onboarding,1.0,2026-07-14 15:00:19
29,Gaming & Esports,onboarding,1.0,2026-07-14 15:00:19
29,Linguistics,onboarding,1.0,2026-07-14 15:00:19
29,Automobiles & EVs,onboarding,1.0,2026-07-14 15:00:19
30,Cricket Analytics,onboarding,1.0,2026-07-14 15:00:19
30,Human Anatomy,onboarding,1.0,2026-07-14 15:00:19
31,Cybersecurity,onboarding,1.0,2026-07-14 15:00:19
31,Architecture,onboarding,1.0,2026-07-14 15:00:19
32,Mobile App Development,onboarding,1.0,2026-07-14 15:00:19
32,Genetics,onboarding,1.0,2026-07-14 15:00:19
32,Stock Market Investing,onboarding,1.0,2026-07-14 15:00:19
33,Linear Algebra,onboarding,1.0,2026-07-14 15:00:19
33,Cloud Computing,onboarding,1.0,2026-07-14 15:00:19
33,Soil Mechanics,onboarding,1.0,2026-07-14 15:00:19
33,Archeology,onboarding,1.0,2026-07-14 15:00:19
33,Photography,onboarding,1.0,2026-07-14 15:00:19
34,Genetics,onboarding,1.0,2026-07-14 15:00:19
34,Soil Mechanics,onboarding,1.0,2026-07-14 15:00:19
34,Cultural Tourism,onboarding,1.0,2026-07-14 15:00:19
34,Nepali Literature,onboarding,1.0,2026-07-14 15:00:19
34,Personal Finance,onboarding,1.0,2026-07-14 15:00:19
35,Adventure Tourism,onboarding,1.0,2026-07-14 15:00:19
35,E-commerce & Online Business,onboarding,1.0,2026-07-14 15:00:19
35,Embedded Systems,onboarding,1.0,2026-07-14 15:00:19
35,Interior Design,onboarding,1.0,2026-07-14 15:00:19
36,Electronics & Circuits,onboarding,1.0,2026-07-14 15:00:19
36,Graphic Design,onboarding,1.0,2026-07-14 15:00:19
36,IELTS Preparation,onboarding,1.0,2026-07-14 15:00:19
36,Linguistics,onboarding,1.0,2026-07-14 15:00:19
37,Current Affairs & Politics,onboarding,1.0,2026-07-14 15:00:19
37,Interior Design,onboarding,1.0,2026-07-14 15:00:19
38,IELTS Preparation,onboarding,1.0,2026-07-14 15:00:19
38,Nutrition & Diet,onboarding,1.0,2026-07-14 15:00:19
38,Strategic Management,onboarding,1.0,2026-07-14 15:00:19
39,Nutrition & Diet,onboarding,1.0,2026-07-14 15:00:19
39,Stock Market Investing,onboarding,1.0,2026-07-14 15:00:19
39,Hydrology,onboarding,1.0,2026-07-14 15:00:19
39,Automobiles & EVs,onboarding,1.0,2026-07-14 15:00:19
39,Electronics & Circuits,onboarding,1.0,2026-07-14 15:00:19
40,World Mythology,onboarding,1.0,2026-07-14 15:00:19
40,Nepali Literature,onboarding,1.0,2026-07-14 15:00:19
40,Discrete Mathematics,onboarding,1.0,2026-07-14 15:00:19
40,PTE Preparation,onboarding,1.0,2026-07-14 15:00:19
41,Computer Vision,onboarding,1.0,2026-07-14 15:00:19
41,C Programming,onboarding,1.0,2026-07-14 15:00:19
42,Robotics,onboarding,1.0,2026-07-14 15:00:19
42,Relationships & Dating,onboarding,1.0,2026-07-14 15:00:19
42,Mechanical Engineering,onboarding,1.0,2026-07-14 15:00:19
42,Cricket Analytics,onboarding,1.0,2026-07-14 15:00:19
43,Strategic Management,onboarding,1.0,2026-07-14 15:00:19
43,Cooking & Recipes,onboarding,1.0,2026-07-14 15:00:19
43,Cloud Computing,onboarding,1.0,2026-07-14 15:00:19
43,Corporate Finance,onboarding,1.0,2026-07-14 15:00:19
43,Financial Accounting,onboarding,1.0,2026-07-14 15:00:19
44,Cooking & Recipes,onboarding,1.0,2026-07-14 15:00:19
44,Career Growth,onboarding,1.0,2026-07-14 15:00:19
44,Political Philosophy,onboarding,1.0,2026-07-14 15:00:19
44,UI/UX Design,onboarding,1.0,2026-07-14 15:00:19
44,Psychology & Human Behavior,onboarding,1.0,2026-07-14 15:00:19
45,Software Engineering,onboarding,1.0,2026-07-14 15:00:19
45,Cricket Analytics,onboarding,1.0,2026-07-14 15:00:19
46,IOE Entrance Exam,onboarding,1.0,2026-07-14 15:00:19
46,C Programming,onboarding,1.0,2026-07-14 15:00:19
46,Cricket Analytics,onboarding,1.0,2026-07-14 15:00:19
46,Current Affairs & Politics,onboarding,1.0,2026-07-14 15:00:19
47,PTE Preparation,onboarding,1.0,2026-07-14 15:00:19
47,Linear Algebra,onboarding,1.0,2026-07-14 15:00:19
47,Adventure Tourism,onboarding,1.0,2026-07-14 15:00:19
47,Environmental Science,onboarding,1.0,2026-07-14 15:00:19
47,C Programming,onboarding,1.0,2026-07-14 15:00:19
48,Classical Physics,onboarding,1.0,2026-07-14 15:00:19
48,HR Management,onboarding,1.0,2026-07-14 15:00:19
49,Mechanical Engineering,onboarding,1.0,2026-07-14 15:00:19
49,E-commerce & Online Business,onboarding,1.0,2026-07-14 15:00:19
50,DBMS,onboarding,1.0,2026-07-14 15:00:19
50,IOE Entrance Exam,onboarding,1.0,2026-07-14 15:00:19
50,Interior Design,onboarding,1.0,2026-07-14 15:00:19
50,Modern English Fiction,onboarding,1.0,2026-07-14 15:00:19
50,Civil Engineering & Construction,onboarding,1.0,2026-07-14 15:00:19
51,Modern English Fiction,onboarding,1.0,2026-07-14 15:00:19
51,Java Programming,onboarding,1.0,2026-07-14 15:00:19
52,Relationships & Dating,onboarding,1.0,2026-07-14 15:00:19
52,Astronomy & Space,onboarding,1.0,2026-07-14 15:00:19
52,Productivity,onboarding,1.0,2026-07-14 15:00:19
52,Modern English Fiction,onboarding,1.0,2026-07-14 15:00:19
52,Skincare & Grooming,onboarding,1.0,2026-07-14 15:00:19
53,Fluid Mechanics,onboarding,1.0,2026-07-14 15:00:19
53,Robotics,onboarding,1.0,2026-07-14 15:00:19
54,Agronomy,onboarding,1.0,2026-07-14 15:00:19
54,Mechanical Engineering,onboarding,1.0,2026-07-14 15:00:19
54,International Law,onboarding,1.0,2026-07-14 15:00:19
54,Political Philosophy,onboarding,1.0,2026-07-14 15:00:19
54,DBMS,onboarding,1.0,2026-07-14 15:00:19
55,Cooking & Recipes,onboarding,1.0,2026-07-14 15:00:19
55,Human Anatomy,onboarding,1.0,2026-07-14 15:00:19
56,Nepali Culture & Festivals,onboarding,1.0,2026-07-14 15:00:19
56,Programming Fundamentals,onboarding,1.0,2026-07-14 15:00:19
57,C Programming,onboarding,1.0,2026-07-14 15:00:19
57,Hydrology,onboarding,1.0,2026-07-14 15:00:19
57,Cell Biology,onboarding,1.0,2026-07-14 15:00:19
58,Architectural History,onboarding,1.0,2026-07-14 15:00:19
58,Cybersecurity,onboarding,1.0,2026-07-14 15:00:19
58,Archeology,onboarding,1.0,2026-07-14 15:00:19
58,AI,onboarding,1.0,2026-07-14 15:00:19
58,CEE Exam,onboarding,1.0,2026-07-14 15:00:19
59,Nepali Culture & Festivals,onboarding,1.0,2026-07-14 15:00:19
59,Cloud Computing,onboarding,1.0,2026-07-14 15:00:19
59,Current Affairs & Politics,onboarding,1.0,2026-07-14 15:00:19
59,Computer Hardware,onboarding,1.0,2026-07-14 15:00:19
60,Computer Hardware,onboarding,1.0,2026-07-14 15:00:19
60,Budget Travel,onboarding,1.0,2026-07-14 15:00:19
60,Real Estate & Property,onboarding,1.0,2026-07-14 15:00:19
60,Psychology & Human Behavior,onboarding,1.0,2026-07-14 15:00:19
60,Structural Engineering,onboarding,1.0,2026-07-14 15:00:19
61,Interior Design,onboarding,1.0,2026-07-14 15:00:19
61,Political Philosophy,onboarding,1.0,2026-07-14 15:00:19
61,Skincare & Grooming,onboarding,1.0,2026-07-14 15:00:19
61,Strategic Management,onboarding,1.0,2026-07-14 15:00:19
62,Soil Mechanics,onboarding,1.0,2026-07-14 15:00:19
62,International Law,onboarding,1.0,2026-07-14 15:00:19
62,PTE Preparation,onboarding,1.0,2026-07-14 15:00:19
62,CEE Exam,onboarding,1.0,2026-07-14 15:00:19
62,Gaming & Esports,onboarding,1.0,2026-07-14 15:00:19
63,Fluid Mechanics,onboarding,1.0,2026-07-14 15:00:19
63,Photography,onboarding,1.0,2026-07-14 15:00:19
63,Cell Biology,onboarding,1.0,2026-07-14 15:00:19
63,Stock Market Investing,onboarding,1.0,2026-07-14 15:00:19
63,Sports Science,onboarding,1.0,2026-07-14 15:00:19
64,Cultural Tourism,onboarding,1.0,2026-07-14 15:00:19
64,Agronomy,onboarding,1.0,2026-07-14 15:00:19
65,Startups & Entrepreneurship,onboarding,1.0,2026-07-14 15:00:19
65,Philosophy,onboarding,1.0,2026-07-14 15:00:19
65,Freelancing,onboarding,1.0,2026-07-14 15:00:19
66,MERN Stack,onboarding,1.0,2026-07-14 15:00:19
66,Graphic Design,onboarding,1.0,2026-07-14 15:00:19
66,Automobiles & EVs,onboarding,1.0,2026-07-14 15:00:19
66,Cloud Computing,onboarding,1.0,2026-07-14 15:00:19
66,Environmental Science,onboarding,1.0,2026-07-14 15:00:19
67,Programming Fundamentals,onboarding,1.0,2026-07-14 15:00:19
67,Mental Health,onboarding,1.0,2026-07-14 15:00:19
67,Psychology & Human Behavior,onboarding,1.0,2026-07-14 15:00:19
68,Architecture,onboarding,1.0,2026-07-14 15:00:19
68,Mental Health,onboarding,1.0,2026-07-14 15:00:19
69,Automobiles & EVs,onboarding,1.0,2026-07-14 15:00:19
69,DBMS,onboarding,1.0,2026-07-14 15:00:19
69,Data Analysis,onboarding,1.0,2026-07-14 15:00:19
70,Music Theory & Production,onboarding,1.0,2026-07-14 15:00:19
70,Relationships & Dating,onboarding,1.0,2026-07-14 15:00:19
70,Cybersecurity,onboarding,1.0,2026-07-14 15:00:19
71,Architecture,onboarding,1.0,2026-07-14 15:00:19
71,Cloud Computing,onboarding,1.0,2026-07-14 15:00:19
71,Mobile App Development,onboarding,1.0,2026-07-14 15:00:19
71,Organic Chemistry,onboarding,1.0,2026-07-14 15:00:19
72,Data Analysis,onboarding,1.0,2026-07-14 15:00:19
72,World Mythology,onboarding,1.0,2026-07-14 15:00:19
72,Architectural History,onboarding,1.0,2026-07-14 15:00:19
72,Calculus,onboarding,1.0,2026-07-14 15:00:19
73,Sports Science,onboarding,1.0,2026-07-14 15:00:19
73,Nepali Culture & Festivals,onboarding,1.0,2026-07-14 15:00:19
74,Soil Mechanics,onboarding,1.0,2026-07-14 15:00:19
74,International Law,onboarding,1.0,2026-07-14 15:00:19
74,Computer Hardware,onboarding,1.0,2026-07-14 15:00:19
75,IOE Entrance Exam,onboarding,1.0,2026-07-14 15:00:19
75,Fitness & Strength Training,onboarding,1.0,2026-07-14 15:00:19
75,Real Estate & Property,onboarding,1.0,2026-07-14 15:00:19
76,Graphic Design,onboarding,1.0,2026-07-14 15:00:19
76,Real Estate & Property,onboarding,1.0,2026-07-14 15:00:19
76,Macroeconomics,onboarding,1.0,2026-07-14 15:00:19
77,Classical Mechanics,onboarding,1.0,2026-07-14 15:00:19
77,Cryptocurrency & Web3,onboarding,1.0,2026-07-14 15:00:19
77,Budget Travel,onboarding,1.0,2026-07-14 15:00:19
77,HR Management,onboarding,1.0,2026-07-14 15:00:19
78,Geomorphology,onboarding,1.0,2026-07-14 15:00:19
78,Strategic Management,onboarding,1.0,2026-07-14 15:00:19
79,Macroeconomics,onboarding,1.0,2026-07-14 15:00:19
79,Career Growth,onboarding,1.0,2026-07-14 15:00:19
79,CEE Exam,onboarding,1.0,2026-07-14 15:00:19
79,Computer Vision,onboarding,1.0,2026-07-14 15:00:19
80,Football (Soccer),onboarding,1.0,2026-07-14 15:00:19
80,Cultural Tourism,onboarding,1.0,2026-07-14 15:00:19
80,Adventure Tourism,onboarding,1.0,2026-07-14 15:00:19
80,Cryptocurrency & Web3,onboarding,1.0,2026-07-14 15:00:19
80,Cybersecurity,onboarding,1.0,2026-07-14 15:00:19
81,Stock Market Investing,onboarding,1.0,2026-07-14 15:00:19
81,CEE Exam,onboarding,1.0,2026-07-14 15:00:19
81,Environmental Science,onboarding,1.0,2026-07-14 15:00:19
81,Java Programming,onboarding,1.0,2026-07-14 15:00:19
82,Graphic Design,onboarding,1.0,2026-07-14 15:00:19
82,Classical Mechanics,onboarding,1.0,2026-07-14 15:00:19
83,Classical Mechanics,onboarding,1.0,2026-07-14 15:00:19
83,Current Affairs & Politics,onboarding,1.0,2026-07-14 15:00:19
83,Freelancing,onboarding,1.0,2026-07-14 15:00:19
84,Electronics & Circuits,onboarding,1.0,2026-07-14 15:00:19
84,Strategic Management,onboarding,1.0,2026-07-14 15:00:19
84,Electrical Engineering,onboarding,1.0,2026-07-14 15:00:19
85,Calculus,onboarding,1.0,2026-07-14 15:00:19
85,Career Growth,onboarding,1.0,2026-07-14 15:00:19
85,Graphic Design,onboarding,1.0,2026-07-14 15:00:19
85,Data Analysis,onboarding,1.0,2026-07-14 15:00:19
86,Startups & Entrepreneurship,onboarding,1.0,2026-07-14 15:00:19
86,Psychology & Human Behavior,onboarding,1.0,2026-07-14 15:00:19
86,Cryptocurrency & Web3,onboarding,1.0,2026-07-14 15:00:19
86,Computer Vision,onboarding,1.0,2026-07-14 15:00:19
87,Cultural Tourism,onboarding,1.0,2026-07-14 15:00:19
87,International Law,onboarding,1.0,2026-07-14 15:00:19
87,Software Engineering,onboarding,1.0,2026-07-14 15:00:19
87,Discrete Mathematics,onboarding,1.0,2026-07-14 15:00:19
88,PTE Preparation,onboarding,1.0,2026-07-14 15:00:19
88,Architectural History,onboarding,1.0,2026-07-14 15:00:19
88,Structural Engineering,onboarding,1.0,2026-07-14 15:00:19
88,Macroeconomics,onboarding,1.0,2026-07-14 15:00:19
88,Nepali Culture & Festivals,onboarding,1.0,2026-07-14 15:00:19
89,History of Nepal,onboarding,1.0,2026-07-14 15:00:19
89,Soil Mechanics,onboarding,1.0,2026-07-14 15:00:19
90,Stock Market Investing,onboarding,1.0,2026-07-14 15:00:19
90,Cybersecurity,onboarding,1.0,2026-07-14 15:00:19
90,Structural Engineering,onboarding,1.0,2026-07-14 15:00:19
91,Financial Accounting,onboarding,1.0,2026-07-14 15:00:19
91,DBMS,onboarding,1.0,2026-07-14 15:00:19
91,Corporate Finance,onboarding,1.0,2026-07-14 15:00:19
91,Interior Design,onboarding,1.0,2026-07-14 15:00:19
92,E-commerce & Online Business,onboarding,1.0,2026-07-14 15:00:19
92,Probability & Stats,onboarding,1.0,2026-07-14 15:00:19
92,Strategic Management,onboarding,1.0,2026-07-14 15:00:19
93,Cinema Studies,onboarding,1.0,2026-07-14 15:00:19
93,CEE Exam,onboarding,1.0,2026-07-14 15:00:19
93,Linguistics,onboarding,1.0,2026-07-14 15:00:19
94,Budget Travel,onboarding,1.0,2026-07-14 15:00:19
94,Photography,onboarding,1.0,2026-07-14 15:00:19
95,Nepali Culture & Festivals,onboarding,1.0,2026-07-14 15:00:19
95,Robotics,onboarding,1.0,2026-07-14 15:00:19
95,Classical Mechanics,onboarding,1.0,2026-07-14 15:00:19
96,Classical Physics,onboarding,1.0,2026-07-14 15:00:19
96,Soil Mechanics,onboarding,1.0,2026-07-14 15:00:19
96,Cybersecurity,onboarding,1.0,2026-07-14 15:00:19
96,Nutrition & Diet,onboarding,1.0,2026-07-14 15:00:19
96,NEET Exam,onboarding,1.0,2026-07-14 15:00:19
97,International Law,onboarding,1.0,2026-07-14 15:00:19
97,Cybersecurity,onboarding,1.0,2026-07-14 15:00:19
98,IELTS Preparation,onboarding,1.0,2026-07-14 15:00:19
98,Genetics,onboarding,1.0,2026-07-14 15:00:19
98,Cybersecurity,onboarding,1.0,2026-07-14 15:00:19
99,Computer Vision,onboarding,1.0,2026-07-14 15:00:19
99,Nutrition & Diet,onboarding,1.0,2026-07-14 15:00:19
100,History of Nepal,onboarding,1.0,2026-07-14 15:00:19
100,Modern English Fiction,onboarding,1.0,2026-07-14 15:00:19
100,Political Philosophy,onboarding,1.0,2026-07-14 15:00:19
101,Mechanical Engineering,onboarding,1.0,2026-07-14 15:00:19
101,Cybersecurity,onboarding,1.0,2026-07-14 15:00:19
101,World Mythology,onboarding,1.0,2026-07-14 15:00:19
101,AI,onboarding,1.0,2026-07-14 15:00:19
102,Electrical Engineering,onboarding,1.0,2026-07-14 15:00:19
102,Cloud Computing,onboarding,1.0,2026-07-14 15:00:19
102,Cooking & Recipes,onboarding,1.0,2026-07-14 15:00:19
102,Football (Soccer),onboarding,1.0,2026-07-14 15:00:19
102,Architectural History,onboarding,1.0,2026-07-14 15:00:19
103,Stock Market Investing,onboarding,1.0,2026-07-14 15:00:19
103,MERN Stack,onboarding,1.0,2026-07-14 15:00:19
104,Archeology,onboarding,1.0,2026-07-14 15:00:19
104,Graphic Design,onboarding,1.0,2026-07-14 15:00:19
105,Nutrition & Diet,onboarding,1.0,2026-07-14 15:00:19
105,Cooking & Recipes,onboarding,1.0,2026-07-14 15:00:19
105,Machine Learning,onboarding,1.0,2026-07-14 15:00:19
106,Parenting,onboarding,1.0,2026-07-14 15:00:19
106,AI,onboarding,1.0,2026-07-14 15:00:19
106,Microeconomics,onboarding,1.0,2026-07-14 15:00:19
106,Budget Travel,onboarding,1.0,2026-07-14 15:00:19
106,Nutrition & Diet,onboarding,1.0,2026-07-14 15:00:19
107,Archeology,onboarding,1.0,2026-07-14 15:00:19
107,Philosophy,onboarding,1.0,2026-07-14 15:00:19
107,Genetics,onboarding,1.0,2026-07-14 15:00:19
107,Interior Design,onboarding,1.0,2026-07-14 15:00:19
108,Thermodynamics,onboarding,1.0,2026-07-14 15:00:19
108,Sports Science,onboarding,1.0,2026-07-14 15:00:19
108,Photography,onboarding,1.0,2026-07-14 15:00:19
108,Genetics,onboarding,1.0,2026-07-14 15:00:19
109,Architectural History,onboarding,1.0,2026-07-14 15:00:19
109,Interior Design,onboarding,1.0,2026-07-14 15:00:19
109,Personal Finance,onboarding,1.0,2026-07-14 15:00:19
109,Computer Hardware,onboarding,1.0,2026-07-14 15:00:19
109,Sports Science,onboarding,1.0,2026-07-14 15:00:19
110,Adventure Tourism,onboarding,1.0,2026-07-14 15:00:19
110,Astronomy & Space,onboarding,1.0,2026-07-14 15:00:19
110,E-commerce & Online Business,onboarding,1.0,2026-07-14 15:00:19
110,Genetics,onboarding,1.0,2026-07-14 15:00:19
111,PTE Preparation,onboarding,1.0,2026-07-14 15:00:19
111,Data Analysis,onboarding,1.0,2026-07-14 15:00:19
111,Software Engineering,onboarding,1.0,2026-07-14 15:00:19
111,E-commerce & Online Business,onboarding,1.0,2026-07-14 15:00:19
111,Parenting,onboarding,1.0,2026-07-14 15:00:19
112,Archeology,onboarding,1.0,2026-07-14 15:00:19
112,Cryptocurrency & Web3,onboarding,1.0,2026-07-14 15:00:19
112,Data Analysis,onboarding,1.0,2026-07-14 15:00:19
113,Current Affairs & Politics,onboarding,1.0,2026-07-14 15:00:19
113,Soil Mechanics,onboarding,1.0,2026-07-14 15:00:19
114,Modern English Fiction,onboarding,1.0,2026-07-14 15:00:19
114,Interior Design,onboarding,1.0,2026-07-14 15:00:19
115,Computer Hardware,onboarding,1.0,2026-07-14 15:00:19
115,Climate & Sustainability,onboarding,1.0,2026-07-14 15:00:19
115,Cloud Computing,onboarding,1.0,2026-07-14 15:00:19
115,Graphic Design,onboarding,1.0,2026-07-14 15:00:19
115,Agronomy,onboarding,1.0,2026-07-14 15:00:19
116,Probability & Stats,onboarding,1.0,2026-07-14 15:00:19
116,Mechanical Engineering,onboarding,1.0,2026-07-14 15:00:19
116,Startups & Entrepreneurship,onboarding,1.0,2026-07-14 15:00:19
116,International Law,onboarding,1.0,2026-07-14 15:00:19
117,Music Theory & Production,onboarding,1.0,2026-07-14 15:00:19
117,Astronomy & Space,onboarding,1.0,2026-07-14 15:00:19
117,Fashion & Style,onboarding,1.0,2026-07-14 15:00:19
118,Cultural Tourism,onboarding,1.0,2026-07-14 15:00:19
118,Political Philosophy,onboarding,1.0,2026-07-14 15:00:19
118,Software Engineering,onboarding,1.0,2026-07-14 15:00:19
119,Sports Science,onboarding,1.0,2026-07-14 15:00:19
119,Psychology & Human Behavior,onboarding,1.0,2026-07-14 15:00:19
119,Astronomy & Space,onboarding,1.0,2026-07-14 15:00:19
120,Budget Travel,onboarding,1.0,2026-07-14 15:00:19
120,Java Programming,onboarding,1.0,2026-07-14 15:00:19
120,Electronics & Circuits,onboarding,1.0,2026-07-14 15:00:19
120,Interior Design,onboarding,1.0,2026-07-14 15:00:19
121,C Programming,onboarding,1.0,2026-07-14 15:00:19
121,Java Programming,onboarding,1.0,2026-07-14 15:00:19
121,IELTS Preparation,onboarding,1.0,2026-07-14 15:00:19
121,Psychology & Human Behavior,onboarding,1.0,2026-07-14 15:00:19
121,Robotics,onboarding,1.0,2026-07-14 15:00:19
122,Linear Algebra,onboarding,1.0,2026-07-14 15:00:19
122,Probability & Stats,onboarding,1.0,2026-07-14 15:00:19
122,Skincare & Grooming,onboarding,1.0,2026-07-14 15:00:19
123,Thermodynamics,onboarding,1.0,2026-07-14 15:00:19
123,Photography,onboarding,1.0,2026-07-14 15:00:19
123,Environmental Science,onboarding,1.0,2026-07-14 15:00:19
123,Cricket Analytics,onboarding,1.0,2026-07-14 15:00:19
124,Productivity,onboarding,1.0,2026-07-14 15:00:19
124,Interior Design,onboarding,1.0,2026-07-14 15:00:19
125,Modern English Fiction,onboarding,1.0,2026-07-14 15:00:19
125,Nepali Culture & Festivals,onboarding,1.0,2026-07-14 15:00:19
125,UI/UX Design,onboarding,1.0,2026-07-14 15:00:19
125,Computer Vision,onboarding,1.0,2026-07-14 15:00:19
125,Discrete Mathematics,onboarding,1.0,2026-07-14 15:00:19
126,Productivity,onboarding,1.0,2026-07-14 15:00:19
