user_id,content_id,topic,is_interest_match,creator_followed,difficulty_gap,dwell_ratio_actual,actual_dwell_sec,did_quiz,quiz_correct,upvote,downvote,engagement_score,card_flipped,flip_time_sec
3,6005,World Mythology,0,1,0.205,0.348,1.94,0,0,0,0,0.046,0,0.0
3,6438,Classical Mechanics,0,0,0.201,1.062,4.59,0,0,0,0,0.142,0,0.0
3,7334,Microeconomics,0,0,0.751,0.357,2.33,0,0,0,0,0.048,0,0.0
3,8449,DBMS,0,0,0.245,0.634,7.98,0,0,0,0,0.084,0,0.0
3,4918,Organic Chemistry,0,0,0.542,0.624,9.32,1,0,0,0,0.083,0,0.0
3,4033,Archeology,0,1,0.662,0.312,1.97,0,0,0,0,0.042,0,0.0
3,3261,Cinema Studies,0,1,0.46,0.617,8.48,1,1,0,0,0.382,0,0.0
3,7167,Moral Science,0,0,0.371,0.619,3.49,0,0,0,0,0.083,0,0.0
3,8886,Hydrology,0,0,0.404,1.48,20.41,1,1,1,0,0.797,0,0.0
3,7443,Organic Chemistry,0,0,0.724,0.249,1.32,0,0,0,0,0.033,0,0.0
3,4038,Agronomy,1,0,0.77,1.138,19.01,1,1,1,0,0.952,0,0.0
3,7202,Web Development,0,0,0.642,0.148,2.24,1,1,0,0,0.32,0,0.0
3,556,Web Development,0,0,0.229,0.394,1.97,0,0,0,0,0.053,0,0.0
3,5610,Machine Learning,0,1,0.437,0.118,1.0,0,0,0,0,0.016,0,0.0
3,6643,Cinema Studies,0,1,0.512,0.606,3.19,0,0,0,0,0.081,1,2.0
3,9470,Machine Learning,0,1,0.239,0.906,3.7,0,0,1,0,0.421,0,0.0
3,5229,Machine Learning,0,1,0.185,0.434,5.59,1,0,0,0,0.058,0,0.0
3,9140,HR Management,0,0,0.773,0.36,7.09,1,0,0,0,0.048,0,0.0
3,4581,Nepali Literature,1,0,0.624,0.466,3.1,0,0,0,0,0.262,0,0.0
3,4374,Macroeconomics,0,1,0.331,0.102,1.0,0,0,0,0,0.014,0,0.0
3,398,Modern English Fiction,0,0,0.168,0.102,1.0,0,0,0,0,0.014,0,0.0
3,222,DBMS,0,0,0.174,2.507,9.18,0,0,0,0,0.2,1,3.61
3,2366,Music Theory,0,1,0.798,1.707,11.99,0,0,0,0,0.2,0,0.0
4,1778,Cricket Analytics,0,0,0.406,0.164,1.0,0,0,0,0,0.022,0,0.0
4,4061,Cell Biology,0,1,0.395,0.767,4.9,0,0,0,0,0.102,0,0.0
4,3955,Linguistics,0,0,0.145,0.631,8.63,0,0,0,0,0.084,0,0.0
4,5729,World Mythology,0,0,0.252,0.138,2.01,0,0,0,0,0.018,0,0.0
4,775,Hydrology,0,0,-0.026,1.787,23.33,0,0,0,0,0.2,0,0.0
4,340,Architectural History,0,0,0.179,0.964,4.67,0,0,0,0,0.128,1,2.03
4,7,Web Development,0,1,0.055,0.203,2.68,0,0,0,0,0.027,0,0.0
4,1297,World Mythology,0,0,0.363,0.482,7.53,1,0,0,0,0.064,0,0.0
4,288,Financial Accounting,0,0,0.426,0.144,1.04,0,0,0,0,0.019,0,0.0
4,893,Microeconomics,0,0,-0.122,0.394,4.94,0,0,0,0,0.053,0,0.0
4,6991,Financial Accounting,0,0,-0.079,0.333,4.56,0,0,0,0,0.044,0,0.0
4,8909,Graphic Design,0,0,0.132,2.178,11.11,0,0,1,0,0.5,1,5.16
4,4280,Archeology,0,0,-0.149,0.972,3.52,0,0,0,0,0.13,1,2.0
4,1854,Cricket Analytics,0,0,0.07,0.138,1.0,0,0,0,0,0.018,0,0.0
4,570,Linguistics,0,0,0.382,0.273,4.09,1,1,0,0,0.336,0,0.0
4,4719,Probability & Stats,0,1,0.321,0.48,8.08,0,0,0,0,0.064,0,0.0
4,8835,Fluid Mechanics,0,0,0.396,0.411,2.17,0,0,0,0,0.055,1,2.0
4,3673,Geopolitics,0,0,0.202,0.502,2.81,0,0,0,0,0.067,1,2.0
4,6992,Geomorphology,0,0,0.584,0.244,1.76,0,0,0,0,0.032,0,0.0
4,6774,International Law,1,0,0.427,0.533,3.77,0,0,0,0,0.271,0,0.0
4,2552,Political Philosophy,0,0,0.484,1.382,27.89,1,1,1,0,0.784,0,0.0
4,110,Corporate Finance,0,0,0.254,0.31,1.88,0,0,0,0,0.041,1,2.0
4,3651,International Law,1,0,0.022,0.285,4.61,1,1,0,0,0.538,0,0.0
4,3220,Microeconomics,0,0,0.258,1.169,5.84,0,0,0,0,0.156,1,2.99
5,732,Astronomy,0,0,0.7,0.812,14.75,1,1,1,0,0.708,0,0.0
5,5694,Probability & Stats,0,0,0.561,1.306,21.11,1,1,1,0,0.774,0,0.0
5,8760,DBMS,0,0,0.502,1.73,22.5,0,0,0,0,0.2,0,0.0
5,5557,Fluid Mechanics,0,0,0.475,0.55,7.84,1,0,0,0,0.073,0,0.0
5,7105,Political Philosophy,0,0,0.822,0.448,3.36,0,0,0,0,0.06,0,0.0
5,9550,Climatology,0,0,0.379,0.61,8.98,1,1,0,0,0.381,0,0.0
5,7264,Classical Mechanics,0,0,0.835,0.1,1.55,0,0,0,0,0.013,0,0.0
5,1072,Human Anatomy,0,0,0.284,0.534,7.55,0,0,0,0,0.071,0,0.0
5,7974,Psychology,0,0,0.129,0.186,2.35,0,0,0,0,0.025,0,0.0
5,7446,Nepalese Arts,0,0,0.692,0.698,11.58,1,1,0,0,0.393,0,0.0
5,5072,Architectural History,0,0,0.424,0.647,3.97,0,0,0,0,0.086,0,0.0
5,7371,Adventure Tourism,0,0,0.606,0.1,1.68,0,0,0,0,0.013,0,0.0
5,2247,Pharmacology,0,0,0.514,0.2,1.2,0,0,0,1,0.027,0,0.0
5,1921,Organic Chemistry,0,1,0.294,0.215,2.98,1,0,0,0,0.029,0,0.0
5,6013,Organic Chemistry,0,1,0.614,0.774,12.2,1,0,0,0,0.103,0,0.0
5,8316,Calculus,0,0,0.458,0.433,5.84,1,1,0,0,0.358,0,0.0
5,6344,Cell Biology,1,0,0.808,0.1,1.9,0,0,0,0,0.213,0,0.0
5,75,Strategic Management,0,0,0.363,0.94,14.05,1,1,1,0,0.725,0,0.0
5,1989,DBMS,0,0,0.556,0.566,2.64,0,0,0,0,0.075,0,0.0
5,8349,Calculus,0,0,0.581,0.159,1.0,0,0,0,0,0.021,1,2.0
5,7288,International Law,0,0,0.181,0.424,2.35,0,0,0,0,0.057,0,0.0
5,3084,Hydrology,0,0,0.698,0.312,4.61,1,0,0,0,0.042,0,0.0
5,3819,Hydrology,0,0,0.793,0.519,2.64,0,0,0,0,0.069,1,2.0
5,3692,Sports Science,0,1,0.396,0.692,9.56,1,1,0,0,0.392,0,0.0
5,5240,Moral Science,0,1,0.164,0.178,2.17,0,0,0,0,0.024,0,0.0
5,8275,Cricket Analytics,0,0,0.36,1.081,15.43,1,0,0,0,0.144,0,0.0
5,3066,Cultural Tourism,0,0,0.727,0.227,1.65,0,0,0,0,0.03,0,0.0
5,7955,Macroeconomics,1,0,0.452,1.427,8.92,0,0,1,0,0.69,0,0.0
5,2234,Music Theory,0,0,0.422,0.532,7.96,1,1,0,0,0.371,0,0.0
5,9977,International Law,0,0,0.733,0.932,4.99,0,0,0,0,0.124,1,2.46
5,2091,Computer Vision,0,1,0.679,0.117,1.98,0,0,0,1,0.016,0,0.0
5,5629,Computer Vision,0,1,0.477,0.558,3.69,0,0,0,0,0.074,0,0.0
5,4169,Thermodynamics,0,0,0.854,0.784,13.78,0,0,0,0,0.105,0,0.0
6,4013,Cricket Analytics,0,0,0.33,0.616,4.43,0,0,0,0,0.082,0,0.0
6,1878,Classical Mechanics,0,0,-0.091,1.247,7.23,0,0,0,0,0.166,0,0.0
6,7187,Cell Biology,0,0,-0.342,0.98,5.42,0,0,0,0,0.131,0,0.0
6,6309,Programming Fundamentals,1,0,-0.281,2.319,10.44,0,0,0,0,0.4,1,3.7
6,2315,Music Theory,0,0,-0.229,0.116,1.61,0,0,0,0,0.015,0,0.0
6,9656,Strategic Management,0,0,-0.376,0.739,10.28,1,1,0,0,0.399,0,0.0
6,5248,Environmental Science,0,1,0.218,0.376,6.34,0,0,0,0,0.05,0,0.0
6,3993,Graphic Design,0,0,0.104,0.227,1.59,0,0,0,0,0.03,0,0.0
6,2915,DBMS,0,0,0.098,0.367,4.98,0,0,0,0,0.049,0,0.0
6,9534,International Law,0,1,-0.394,0.915,4.12,0,0,0,0,0.122,1,2.0
6,3935,Fluid Mechanics,0,0,0.277,0.393,2.31,0,0,0,0,0.052,1,2.0
6,2702,DBMS,0,0,0.187,1.012,17.26,1,1,1,0,0.735,0,0.0
6,4045,Microeconomics,0,0,0.189,0.235,4.2,0,0,0,0,0.031,0,0.0
6,34,Thermodynamics,0,0,-0.082,0.607,8.31,0,0,0,0,0.081,0,0.0
6,2146,Calculus,0,0,0.077,0.444,2.59,0,0,0,0,0.059,0,0.0
6,6460,Environmental Science,0,1,-0.136,0.215,3.68,0,0,0,0,0.029,0,0.0
6,7488,International Law,0,1,0.093,0.128,1.0,0,0,0,1,0.017,0,0.0
6,9472,Probability & Stats,0,0,-0.349,1.043,5.11,0,0,0,0,0.139,1,2.63
6,5674,World Mythology,0,0,0.046,0.849,5.5,0,0,0,0,0.113,0,0.0
6,405,Political Philosophy,0,0,-0.356,1.142,17.07,1,1,1,0,0.752,0,0.0
6,4712,Environmental Science,0,1,0.233,0.224,1.29,0,0,0,0,0.03,0,0.0
6,1925,Linguistics,0,0,0.182,0.65,11.56,1,1,0,0,0.387,0,0.0
6,7622,Hydrology,0,0,0.347,0.601,9.64,1,0,0,0,0.08,0,0.0
6,882,Music Theory,0,0,0.087,1.06,19.0,1,0,0,0,0.141,0,0.0
6,6024,Architectural History,0,0,0.163,0.16,1.09,0,0,0,0,0.021,0,0.0
6,2903,Machine Learning,0,0,-0.214,1.009,5.89,0,0,0,0,0.135,0,0.0
6,9790,Agronomy,0,0,-0.25,0.499,2.24,0,0,0,0,0.067,1,2.0
6,1246,Web Development,0,0,0.312,0.392,2.02,0,0,0,0,0.052,1,2.0
6,8632,Human Anatomy,0,1,-0.151,0.374,2.36,0,0,0,0,0.05,0,0.0
6,5368,Programming Fundamentals,1,0,-0.241,0.52,2.19,0,0,0,0,0.269,1,2.0
7,116,Moral Science,0,0,-0.017,1.614,24.79,0,0,0,0,0.2,0,0.0
7,4501,Graphic Design,0,1,-0.233,0.713,10.29,1,1,0,0,0.395,0,0.0
7,9471,Graphic Design,0,1,-0.391,0.444,5.85,0,0,0,0,0.059,0,0.0
7,297,Discrete Mathematics,0,0,-0.417,0.157,1.0,0,0,0,0,0.021,0,0.0
7,7693,Cricket Analytics,0,1,-0.286,0.679,9.58,0,0,0,0,0.091,0,0.0
7,2949,Adventure Tourism,1,0,-0.071,0.1,1.0,0,0,0,0,0.213,0,0.0
7,8128,HR Management,0,0,-0.219,1.389,23.36,1,1,1,0,0.785,0,0.0
7,2606,Computer Vision,0,0,0.051,0.347,5.59,0,0,0,0,0.046,0,0.0
7,6478,Nepali Literature,0,0,-0.267,0.889,12.36,0,0,1,0,0.419,0,0.0
7,7922,Geomorphology,0,0,-0.306,0.59,3.38,0,0,0,0,0.079,0,0.0
7,1095,Philosophy,0,1,0.163,1.095,6.27,0,0,0,0,0.146,0,0.0
7,5102,Environmental Science,0,0,0.143,0.214,1.22,0,0,0,0,0.029,1,2.0
7,1075,Sports Science,0,1,-0.239,0.433,5.95,1,1,0,0,0.358,0,0.0
7,16,HR Management,0,0,0.181,0.63,10.9,1,0,0,0,0.084,0,0.0
7,1528,Cricket Analytics,0,1,0.206,0.351,2.04,0,0,0,0,0.047,0,0.0
7,8243,DBMS,0,0,-0.111,0.354,4.64,0,0,0,0,0.047,0,0.0
7,3200,Calculus,0,0,-0.405,0.689,3.35,0,0,0,0,0.092,0,0.0
7,9796,Political Philosophy,0,0,-0.133,1.79,11.62,0,0,0,0,0.2,0,0.0
7,7801,HR Management,0,0,0.145,0.1,1.0,0,0,0,0,0.013,0,0.0
7,1993,Structural Engineering,0,1,0.275,0.666,11.64,0,0,0,0,0.089,0,0.0
7,2954,Modern English Fiction,0,0,-0.124,2.027,10.42,0,0,0,0,0.2,1,4.95
7,6472,International Law,0,0,0.241,0.863,14.22,1,1,1,0,0.715,0,0.0
7,5823,Linear Algebra,0,0,0.231,0.231,1.62,0,0,0,0,0.031,0,0.0
7,932,Strategic Management,0,0,-0.379,0.1,1.0,0,0,0,1,0.013,0,0.0
7,2016,Architectural History,1,0,0.141,1.01,5.26,0,0,1,0,0.635,0,0.0
7,6445,Graphic Design,0,1,0.007,0.757,11.73,1,1,0,0,0.401,0,0.0
7,7419,World Mythology,0,0,-0.199,0.642,3.84,0,0,0,0,0.086,0,0.0
7,6406,Computer Vision,0,0,0.1,0.226,3.79,0,0,0,0,0.03,0,0.0
7,2139,Microeconomics,0,0,-0.034,0.229,3.33,0,0,0,0,0.03,0,0.0
7,4290,Pharmacology,0,0,0.158,0.152,1.0,0,0,0,0,0.02,0,0.0
7,3401,Structural Engineering,0,1,-0.27,0.368,5.35,1,1,0,0,0.349,0,0.0
7,9280,Computer Vision,0,0,0.165,0.46,3.34,0,0,0,0,0.061,0,0.0
7,8418,Hydrology,0,0,-0.393,0.77,2.82,0,0,0,0,0.103,1,2.0
7,8637,Cinema Studies,0,0,-0.031,1.425,21.26,1,1,0,0,0.49,0,0.0
7,1903,Computer Vision,0,0,-0.351,0.16,1.0,0,0,0,0,0.021,0,0.0
7,3604,Moral Science,0,0,0.253,0.369,6.1,1,1,0,0,0.349,0,0.0
8,9675,History of Nepal,0,0,0.304,0.287,4.85,0,0,0,0,0.038,0,0.0
8,5453,Music Theory,0,0,0.12,1.116,4.97,0,0,0,0,0.149,1,2.7
8,8437,Architectural History,0,0,-0.057,0.529,3.03,0,0,0,0,0.071,0,0.0
8,4049,Fluid Mechanics,0,1,0.314,0.317,5.03,1,0,0,0,0.042,0,0.0
8,805,Environmental Science,0,0,0.089,0.315,2.03,0,0,0,0,0.042,0,0.0
8,8044,Archeology,0,0,-0.132,1.017,5.33,0,0,0,0,0.136,0,0.0
8,9124,DBMS,0,0,-0.101,1.064,5.32,0,0,0,0,0.142,0,0.0
8,1761,Thermodynamics,0,1,-0.113,0.128,1.0,0,0,0,0,0.017,0,0.0
8,6306,Microeconomics,0,1,-0.034,0.166,1.0,0,0,0,1,0.022,1,2.0
8,7999,Sports Science,0,0,0.082,0.146,2.32,0,0,0,0,0.019,0,0.0
8,8217,Genetics,0,0,0.134,1.046,4.68,0,0,0,0,0.139,0,0.0
8,4396,DBMS,0,0,-0.085,0.265,1.0,0,0,0,0,0.035,0,0.0
8,5345,Classical Mechanics,0,0,-0.032,1.282,7.42,0,0,0,0,0.171,0,0.0
8,8266,Web Development,0,0,0.201,0.475,2.35,0,0,0,0,0.063,0,0.0
8,7882,Climatology,1,0,0.072,0.469,2.29,0,0,0,0,0.263,0,0.0
8,7983,Hydrology,0,0,0.313,0.824,3.65,0,0,0,0,0.11,1,2.0
8,7457,Cinema Studies,0,0,0.204,0.416,5.89,1,1,0,0,0.355,0,0.0
8,4188,Adventure Tourism,0,1,0.381,1.59,27.65,1,1,1,0,0.8,0,0.0
8,1411,DBMS,0,0,-0.182,0.183,1.0,0,0,0,1,0.024,0,0.0
8,3613,Fluid Mechanics,0,1,0.003,0.474,2.79,0,0,0,0,0.063,0,0.0
8,7340,Astronomy,0,0,-0.09,0.21,1.0,0,0,0,1,0.028,1,2.0
8,4781,Financial Accounting,0,0,0.362,0.595,4.25,0,0,0,0,0.079,0,0.0
9,4468,Macroeconomics,0,0,-0.233,0.996,4.22,0,0,0,0,0.133,0,0.0
9,5356,World Mythology,0,0,0.219,0.328,5.14,0,0,0,0,0.044,0,0.0
9,9258,Corporate Finance,0,0,0.127,1.218,6.84,0,0,0,0,0.162,1,3.01
9,3996,Cinema Studies,0,0,-0.166,0.113,1.52,1,1,0,0,0.315,0,0.0
9,6869,Astronomy,0,0,0.137,1.333,6.59,0,0,0,0,0.178,1,2.58
9,8803,Classical Mechanics,0,0,-0.227,1.912,8.11,0,0,0,0,0.2,1,4.19
9,7646,Nepalese Arts,0,1,-0.209,0.373,2.16,0,0,0,0,0.05,0,0.0
9,4216,DBMS,0,1,-0.204,0.497,2.13,0,0,0,0,0.066,1,2.0
9,1839,Macroeconomics,0,0,0.048,1.233,20.59,1,1,1,0,0.764,0,0.0
9,5649,Linguistics,0,0,0.213,1.387,5.53,0,0,0,0,0.185,1,2.66
9,6685,Fluid Mechanics,0,0,0.195,1.081,17.14,1,1,0,0,0.444,0,0.0
9,6945,Architectural History,0,0,0.484,0.496,3.57,0,0,0,0,0.066,0,0.0
9,7296,Programming Fundamentals,0,0,0.463,0.113,1.0,0,0,0,0,0.015,0,0.0
9,3574,Nepali Literature,1,0,-0.003,0.148,1.03,0,0,0,0,0.22,0,0.0
9,7615,Geomorphology,0,0,0.23,2.586,13.21,0,0,1,0,0.5,1,5.06
10,5700,Classical Mechanics,0,0,0.382,0.209,1.01,0,0,0,0,0.028,0,0.0
10,8186,Hydrology,0,0,0.304,0.471,2.52,0,0,0,0,0.063,0,0.0
10,7153,Discrete Mathematics,0,0,0.401,0.474,2.97,0,0,0,0,0.063,0,0.0
10,6183,Classical Mechanics,0,0,0.309,0.239,1.04,0,0,0,0,0.032,0,0.0
10,473,Corporate Finance,1,0,0.709,0.228,1.8,0,0,0,1,0.23,0,0.0
10,9349,Macroeconomics,0,1,0.689,0.356,2.48,0,0,0,0,0.048,0,0.0
10,4420,Macroeconomics,0,1,0.78,0.48,9.4,1,0,0,0,0.064,0,0.0
10,8244,Cinema Studies,0,0,0.282,1.014,14.46,1,1,0,0,0.435,0,0.0
10,7092,Soil Mechanics,0,1,0.119,0.434,6.84,1,0,0,0,0.058,0,0.0
10,9620,Modern English Fiction,0,0,0.62,0.284,4.61,0,0,0,0,0.038,0,0.0
10,5879,Adventure Tourism,0,0,0.521,0.499,9.8,1,1,0,0,0.366,0,0.0
10,6661,HR Management,0,0,0.182,0.681,3.25,0,0,0,0,0.091,1,2.0
10,4456,Soil Mechanics,0,1,0.252,0.69,4.29,0,0,0,0,0.092,0,0.0
10,5780,Sports Science,0,1,0.238,0.317,1.86,0,0,0,0,0.042,0,0.0
10,7405,Astronomy,0,0,0.586,0.793,12.13,0,0,0,0,0.106,0,0.0
10,68,Cell Biology,0,0,0.3,0.414,5.81,1,1,0,0,0.355,0,0.0
10,9366,Strategic Management,0,0,0.531,1.711,9.38,0,0,0,0,0.2,1,4.13
10,4577,Probability & Stats,0,1,0.226,1.383,7.16,0,0,0,0,0.184,1,3.07
10,6057,Programming Fundamentals,0,0,0.283,1.17,6.6,0,0,0,0,0.156,0,0.0
10,8453,Fluid Mechanics,0,0,0.722,0.608,4.53,0,0,0,0,0.081,0,0.0
10,1650,Soil Mechanics,0,1,0.28,2.044,10.16,0,0,0,0,0.2,1,5.01
10,677,Modern English Fiction,0,0,0.418,1.33,8.85,0,0,0,0,0.177,0,0.0
10,7224,Climatology,0,0,0.36,1.019,4.88,0,0,0,0,0.136,1,2.0
10,6552,Structural Engineering,0,0,0.42,1.349,21.27,1,0,0,0,0.18,0,0.0
10,3940,World Mythology,0,0,0.594,0.161,2.41,0,0,0,0,0.021,0,0.0
10,4339,Cultural Tourism,0,0,0.588,1.141,18.74,0,0,0,0,0.152,0,0.0
10,6658,Corporate Finance,1,0,0.172,0.766,3.69,0,0,0,0,0.302,1,2.0
10,9871,Archeology,0,0,0.24,0.905,12.09,0,0,1,0,0.421,0,0.0
10,9385,Psychology,0,0,0.536,0.109,1.0,0,0,0,0,0.015,0,0.0
10,666,Fluid Mechanics,0,0,0.287,0.1,1.66,0,0,0,1,0.013,0,0.0
10,4863,Agronomy,0,0,0.323,0.65,9.2,0,0,0,0,0.087,0,0.0
10,9794,Classical Mechanics,0,0,0.372,0.169,1.0,0,0,0,1,0.023,0,0.0
10,1910,Programming Fundamentals,0,0,0.282,0.892,13.9,1,0,0,0,0.119,0,0.0
10,7453,Probability & Stats,0,1,0.504,0.689,11.46,0,0,0,0,0.092,0,0.0
10,6598,Philosophy,0,0,0.297,1.015,3.72,0,0,0,0,0.135,0,0.0
10,188,Macroeconomics,0,1,0.303,2.01,9.41,0,0,0,0,0.2,1,4.25
10,8897,Geopolitics,0,0,0.571,0.708,4.2,0,0,0,0,0.094,1,2.05
10,7691,Moral Science,0,0,0.402,0.232,1.21,0,0,0,0,0.031,0,0.0
10,9559,World Mythology,0,0,0.781,0.502,3.61,0,0,0,0,0.067,0,0.0
10,7391,Strategic Management,0,0,0.148,0.302,1.61,0,0,0,0,0.04,0,0.0
10,335,Linear Algebra,0,0,0.51,1.02,15.16,1,0,0,0,0.136,0,0.0
10,6601,Linguistics,0,1,0.11,0.217,1.0,0,0,0,0,0.029,0,0.0
10,7616,Web Development,0,1,0.673,0.217,3.34,0,0,0,0,0.029,0,0.0
10,356,Genetics,0,0,0.667,0.158,2.6,1,1,0,1,0.321,0,0.0
10,1923,Philosophy,0,0,0.646,0.598,2.5,0,0,0,0,0.08,1,2.0
10,4328,Architectural History,0,0,0.119,0.111,1.0,0,0,0,0,0.015,0,0.0
10,3339,Linear Algebra,0,0,0.066,0.203,1.0,0,0,0,0,0.027,0,0.0
11,796,Environmental Science,0,0,0.394,0.416,6.85,0,0,0,0,0.055,0,0.0
11,190,Structural Engineering,0,0,-0.135,0.153,1.0,0,0,0,0,0.02,0,0.0
11,7452,Agronomy,0,0,0.135,0.461,2.19,0,0,0,0,0.061,1,2.0
11,9006,Sports Science,1,0,0.393,1.485,7.57,0,0,1,0,0.698,1,3.56
11,2167,DBMS,0,0,0.101,0.1,1.27,0,0,0,0,0.013,0,0.0
11,9872,Organic Chemistry,0,0,-0.127,1.112,4.38,0,0,0,0,0.148,1,2.0
11,2059,Modern English Fiction,0,0,-0.088,0.754,10.71,1,1,0,0,0.401,0,0.0
11,6071,Cinema Studies,0,0,-0.084,0.589,3.28,0,0,0,0,0.079,0,0.0
11,4394,Sports Science,1,0,-0.044,1.009,6.04,0,0,1,0,0.635,0,0.0
11,9413,Computer Vision,0,0,-0.055,0.91,12.54,1,1,1,0,0.721,0,0.0
11,9820,Adventure Tourism,0,0,0.552,0.346,2.74,0,0,0,0,0.046,0,0.0
11,2381,Political Philosophy,0,0,0.434,0.1,1.0,0,0,0,0,0.013,0,0.0
11,9592,Climatology,0,0,0.099,0.806,11.84,1,1,1,0,0.707,0,0.0
11,8326,Cultural Tourism,0,0,-0.131,1.721,26.57,1,1,0,0,0.5,0,0.0
11,5052,Astronomy,0,0,0.298,1.113,5.63,0,0,0,0,0.148,1,2.49
11,2710,Nepali Literature,0,0,0.556,0.514,9.16,0,0,0,0,0.068,0,0.0
11,1280,Psychology,0,0,0.238,1.735,8.57,0,0,0,0,0.2,1,3.81
11,553,Fluid Mechanics,0,0,0.353,0.148,2.34,1,1,0,1,0.32,0,0.0
11,6332,Financial Accounting,0,0,0.447,0.37,2.68,0,0,0,0,0.049,0,0.0
